HSK_Vocab_ID	HSK_Vocab_Level	HSK_Vocab_Pinyin	HSK_Vocab	HSK_Vocab_Sentance
1218	2	zhàogù	照顾	谁照顾孩子？
1219	2	zhàopiàn	照片	没照片。
1220	2	zhàoxiàng	照相	你有照相机吗？
1221	2	zhème	这么	这么晚？
1222	2	zhè shíhou|zhè shí	这时候|这时	在这时候，他到了。
1223	2	zhèyàng	这样	这样才对！
1224	2	zhēnzhèng	真正	她才是真正的巫婆！
1225	2	zhèngcháng	正常	它很正常。
1226	2	zhènghǎo	正好	正好刚回到家。
1227	2	zhèngquè	正确	正确！
1228	2	zhèngshì	正是	正是这个意思！
1229	2	zhíjiē	直接	直接回家。
1230	2	zhǐ	只	几只苹果？
1231	2	zhǐ néng	只能	我只能等了。
1232	2	zhǐyào	只要	只要十元！
1233	2	zhǐ	纸	那是纸吗？
1234	2	zhōngcān	中餐	我们点了中餐。
1235	2	zhōngjí	中级	我正在学习中级汉语课程。
1236	2	zhōngnián	中年	她是个中年胖女人。
1237	2	zhōng-xiǎoxué	中小学	中国小孩特别擅长数学。
1238	2	zhōngxīn	中心	火车站在市中心。
1239	2	zhōngyī	中医	您专攻于中医的什么领域？
1240	2	zhòngdiǎn	重点	钢铁是重点产业。
1241	2	zhòngshì	重视	我重视准时。
1242	2	zhōu	周	周日见！
1243	2	zhōumò	周末	周末见！
1244	2	zhōunián	周年	周年纪念很重要。
1245	2	zhǔrén	主人	屋子的主人是谁？
1246	2	zhǔyào	主要	我早饭主要吃水果。
1247	2	zhùfáng	住房	这座城市的住房价格很高。
1248	2	zhùyuàn	住院	汤姆还在住院。
1249	2	zhuāng	装	她装病。
1250	2	zhǔnquè	准确	她能很准确地评估投资。
1251	2	zìjǐ	自己	自己做！
1252	2	zìxíngchē	自行车	你有自行车吗？
1253	2	zìyóu	自由	我自由了！
1254	2	zìdiǎn	字典	你有字典吗？
1255	2	zǒuguò	走过	走过去一点！
1256	2	zǒujìn	走进	走进你的房间！
1257	2	zǒukāi	走开	走开！
1258	2	zū	租	我想租房。
1259	2	zǔ	组	迈克是组长。
1260	2	zǔchéng	组成	氧和氢组成了水。
1261	2	zǔzhǎng	组长	迈克是组长。
1262	2	zuǐ	嘴	闭嘴！
1263	2	zuìjìn	最近	最近咋样？
1264	2	zuòjiā	作家	他是作家。
1265	2	zuòwén	作文	你的作文有一些错误。
1266	2	zuòyè	作业	没写作业。
1267	2	zuòyòng	作用	这药没有副作用。
1268	2	zuò	座	请用座。
1269	2	zuòwèi	座位	还剩座位吗？
1270	2	zuòdào	做到	你做到啦！
1271	2	zuòfǎ	做法	他有他自己的做法。
1272	2	zuòfàn	做饭	Bob会做饭。
1273	3	àixīn	爱心	他很有爱心。
1274	3	ānpái	安排	你安排去哪儿？
1275	3	ānzhuāng	安装	请安装 Linux!
1276	3	àn	按	按住痛处。
1277	3	ànzhào	按照	他按照字面上的意思。
1278	3	bǎ	把	把门开开！
1279	3	bǎ	把	把门开开！
1280	3	bǎwò	把握	好好把握这个机会。
1281	3	bái	白	明白。
1282	3	báicài	白菜	我今天买了一颗新鲜的白菜。
1283	3	bānjí	班级	新的班级怎么样？
1284	3	bān	搬	搬上去。
1285	3	bānjiā	搬家	我快要搬家了。
1286	3	bǎn	板	老板在哪里？
1287	3	bànlǐ	办理	在哪个窗口可以办理预约?
1288	3	bǎo	保	保重。
1289	3	bǎo'ān	保安	叫保安来！
1290	3	bǎochí	保持	保持联络！
1291	3	bǎocún	保存	他要求我保存秘密。
1292	3	bǎohù	保护	保护我！
1293	3	bǎoliú	保留	请保留我的位置
1294	3	bǎoxiǎn	保险	你有医疗保险吗？
1295	3	bǎozhèng	保证	你保证？
1296	3	bào	报	报警！
1297	3	bàodào	报到	我在报纸上看到了它。
1298	3	bàodào	报道	他觉得必须报道这件事。
1299	3	bàogào	报告	给我报告。
1300	3	bēi	背	我背痛。
1301	3	běibù	北部	北海道在日本本州的北部。
1302	3	bèi	背	我背痛。
1303	3	bèihòu	背后	那背后是什么意思？
1304	3	bèi	被	折被子。
1305	3	bèizi	被子	折被子。
1306	3	běnlái	本来	本来嘛!
1307	3	běnlǐng	本领	她有很强的学习本领。
1308	3	běnshi	本事	他靠自己的本事找到了好工作。
1309	3	bǐjiào	比较	哪个比较贵？
1310	3	bǐlì	比例	这个班男生和女生的比例是1:2。
1311	3	bǐsài	比赛	你看了比赛吗？
1312	3	bìrán	必然	他们的相遇是必然的。
1313	3	bìyào	必要	我们没必要急。
1314	3	biànhuà	变化	时代在变化。
1315	3	biànwéi	变为	等到灯变为绿色。
1316	3	biāotí	标题	这是一个误导性的标题。
1317	3	biāozhǔn	标准	他写的是标准英文。
1318	3	biǎodá	表达	你想表达什么？
1319	3	biǎogé	表格	请填写这份表格。
1320	3	biǎomiàn	表面	这只是表面现象。
1321	3	biǎomíng	表明	没有任何证据表明。
1322	3	biǎoxiàn	表现	他表现的像个疯子。
1323	3	biǎoyǎn	表演	她表演得真好。
1324	3	bìng	并	她并不自私。
1325	3	bìngqiě	并且	我很惊讶，并且感到难过。
1326	3	bōchū	播出	那个节目现在正在播出。
1327	3	bōfàng	播放	我想要一个MP3播放器！
1328	3	bùbì	不必	不必担心。
1329	3	bùduàn	不断	他们不断地摸索。
1330	3	bùlùn	不论	不论去哪，我都会迷路。
1331	3	bǔ	补	亡羊补牢。
1332	3	bǔchōng	补充	他补充了一些重要的内容。
1333	3	bù'ān	不安	这不安全。
1334	3	bùdébù	不得不	她不得不哭。
1335	3	bùguāng	不光	不光是你，我也有错。
1336	3	bùjǐn	不仅	她不仅友好还诚实。
1337	3	bù	布	桌布在橱柜里。
1338	3	bù	步	他让步了.
1339	3	bù	部	你有多少部车？
1340	3	bùmén	部门	谁负责这个部门？
1341	3	bùzhǎng	部长	汤姆当上了部长。
1342	3	cáinéng	才能	你很有才能。
1343	3	cǎiqǔ	采取	必须采取一些行动了！
1344	3	cǎiyòng	采用	我们决定采用您的想法。
1345	3	cǎisè	彩色	请给我一卷彩色胶片。
1346	3	céngjīng	曾经	他曾经是市长。
1347	3	chǎnshēng	产生	距离产生美感。
1348	3	Chángchéng	长城	中国与蒙古隔着万里长城。
1349	3	chángchù	长处	公司的长处和短处是什么？
1350	3	chángqī	长期	她决定长期住在美国。
1351	3	chǎng	厂	工厂制造弹药。
1352	3	chǎnghé	场合	不会看场合。
1353	3	chǎngsuǒ	场所	这个场所禁止吸烟。
1354	3	chāojí	超级	我超级懒。
1355	3	cháo	朝	我的家朝南。
1356	3	chǎo	吵	他们吵架了。
1357	3	chǎojià	吵架	他们吵架了。
1358	3	chènshān	衬衫	这衬衫脏了。
1359	3	chènyī	衬衣	衬衣是干净的。
1360	3	chēngwéi	称为	他被称为Kenchan。
1361	3	chénggōng	成功	祝你成功！
1362	3	chéngguǒ	成果	他的努力没有成果。
1363	3	chéngjiù	成就	从无到有，这叫成就。
1364	3	chénglì	成立	这家公司成立于1998年。
1365	3	chéngshú	成熟	他毕业以后会更成熟的。
1366	3	chéngyuán	成员	我是游泳社的成员。
1367	3	chéngzhǎng	成长	我在波士顿成长。
1368	3	chéng	城	我进城去。
1369	3	chéngshì	城市	城市安睡了。
1370	3	chéngdù	程度	这是程度的问题。
1371	3	chíxù	持续	会议持续多久？
1372	3	chōngmǎn	充满	他充满活力。
1373	3	chóng	重	重复！
1374	3	chū	初	他初学汉语的时候。
1375	3	chū (chūyī)	初（初一）	春节初一的时候我们吃饺子。
1376	3	chūbù	初步	这只是一个初步的计划。
1377	3	chūjí	初级	我正在学初级中文。
1378	3	chūzhōng	初中	我不是个初中生。
1379	3	chúle	除了	我被开除了吗？
1380	3	chǔlǐ	处理	让我来处理。
1381	3	chuán	传	传闻是真的。
1382	3	chuánbō	传播	那个谣言很快传播开来。
1383	3	chuánlái	传来	远处传来歌声。
1384	3	chuánshuō	传说	这是一个关于勇士的古老传说。
1385	3	chuàngxīn	创新	这是个创新的解法。
1386	3	chuàngyè	创业	创业需要勇气和耐心。
1387	3	chuàngzào	创造	上帝创造了世界
1388	3	chuàngzuò	创作	是谁创作了圣经?
1389	3	cónglái	从来	她从来没看过海
1390	3	cóngqián	从前	他们从前住这吗？
1391	3	cóngshì	从事	她想从事艺术相关的职业。
1392	3	cūn	村	村里没通电。
1393	3	cún	存	爱存在吗？
1394	3	cúnzài	存在	爱存在吗？
1395	3	cuòwù	错误	错误！
1396	3	dádào	达到	她达到了目标。
1397	3	dǎpò	打破	哇！打破了！
1398	3	dǎting	打听	快赶到那边去打听，快走！
1399	3	dàgài	大概	大概有多远？
1400	3	dàshǐguǎn	大使馆	日本大使馆在哪里？
1401	3	dàyuē	大约	大约。
1402	3	dàifu	大夫	她以为我是大夫。
1403	3	dài	代	时代在变化。
1404	3	dàibiǎo	代表	PTA代表什么意思？
1405	3	dàibiǎotuán	代表团	代表团由五名成员组成。
1406	3	dàidòng	带动	这个项目带动了当地经济的发展。
1407	3	dàilǐng	带领	老师带领我们参观了博物馆。
1408	3	dānyuán	单元	这张帐单是5000日元。
1409	3	dāngchū	当初	我当初要是买音乐会的票就好了。
1410	3	dāngdì	当地	我觉得这张床相当地舒适。
1411	3	dāngrán	当然	当然!
1412	3	dāngzhōng	当中	对了，你们当中写日记的有几位？
1413	3	dāo	刀	你有刀吗？
1414	3	dǎoyǎn	导演	谁是您最喜欢的导演？
1415	3	dàodá	到达	我到达伦敦了。
1416	3	dàodǐ	到底	坚持到底！
1417	3	défēn	得分	婴儿不懂得分是非黑白。
1418	3	děngdài	等待	不要等待！
1419	3	dǐxia	底下	猫在桌子底下。
1420	3	dìqū	地区	这地区很安静。
1421	3	diànshìjù	电视剧	你最喜欢什么电视剧？
1422	3	diànshìtái	电视台	电视台正在播足球赛。
1423	3	diàntái	电台	他上电台了。
1424	3	diànzǐ yóujiàn	电子邮件	你可以寄电子邮件吗?
1425	3	diào	调	众口难调。
1426	3	diàochá	调查	调查下这个。
1427	3	dìng	订	确认订单。
1428	3	dìngqī	定期	活火山会定期爆发。
1429	3	dōngbù	东部	中国的东部地区经济发展较快。
1430	3	dònglì	动力	新能源汽车的动力来自电池。
1431	3	dòngrén	动人	她莞尔一笑，动人心魄。
1432	3	dúzhě	读者	让读者去评判。
1433	3	duǎnchù	短处	公司的长处和短处是什么？
1434	3	duǎnkù	短裤	他今天穿了一条蓝色的短裤。
1435	3	duǎnqī	短期	2月我们有个短期休假。
1436	3	duàn	断	他反对垄断。
1437	3	duìyuán	队员	消防队员把火扑灭了。
1438	3	duìdài	对待	你被不公平地对待。
1439	3	duìfāng	对方	我们没认出对方。
1440	3	duìshǒu	对手	他把对手击倒了。
1441	3	duìxiàng	对象	玛丽是汤姆高中时的暗恋对象。
1442	3	dùn	顿	这顿饭不咸。
1443	3	fābiǎo	发表	它发表在哪里？
1444	3	fāchū	发出	不要发出声音。
1445	3	fādá	发达	一般说来，男生的肌肉比女生发达。
1446	3	fādòng	发动	发动机坏掉了。
1447	3	fāmíng	发明	谁发明了电话？
1448	3	fāshēng	发生	发生了什么？
1449	3	fāsòng	发送	他们要发送木材给我们。
1450	3	fāyán	发言	今晚谁发言？
1451	3	fāzhǎn	发展	工业发展迅速。
1452	3	fǎnduì	反对	人们反对国王
1453	3	fǎnfù	反复	反复练习才能掌握技能。
1454	3	fǎnyìng	反应	她反应很快。
1455	3	fǎnzhèng	反正	反正一样。
1456	3	fànwéi	范围	这超出了我的想像范围。
1457	3	fāngshì	方式	换种方式说。
1458	3	fáng	防	防微杜渐。
1459	3	fángzhǐ	防止	防止山火，人人有责。
1460	3	fángdōng	房东	房东每月都会来收租金。
1461	3	fángwū	房屋	房屋一片死寂。
1462	3	fángzū	房租	房租每年都会涨一点。
1463	3	fǎngwèn	访问	他访问了几个著名的大学。
1464	3	fàngdào	放到	把包放到楼上。
1465	3	fēixíng	飞行	飞行愉快！
1466	3	fèi	费	免费的。
1467	3	fèiyong	费用	每天费用多少？
1468	3	fēnbié	分别	马跟驴可分别。
1469	3	fēnpèi	分配	资源需要合理分配。
1470	3	fēn zǔ	分组	你们会分组工作。
1471	3	fēngfù	丰富	他经验丰富。
1472	3	fēngxiǎn	风险	有风险。
1473	3	fǒudìng	否定	谁也不能否定其事实。
1474	3	fǒurèn	否认	我一概否认。
1475	3	fúzhuāng	服装	他穿中式服装。
1476	3	fú	福	你幸福吗？
1477	3	fùmǔ	父母	听父母的。
1478	3	fùqīn	父亲	父亲戒酒了。
1479	3	fù	付	我预付款。
1480	3	fùzé	负责	Tom负责烤肉。
1481	3	fùyìn	复印	请把每一页复印三份。
1482	3	fùzá	复杂	太复杂了！
1483	3	fù	富	你想致富吗？
1484	3	gǎijìn	改进	你的论文还需要改进。
1485	3	gǎizào	改造	我把车库改造成车间使用。
1486	3	gàiniàn	概念	我明白这概念。
1487	3	gǎn	赶	赶快!
1488	3	gǎndào	赶到	他及时赶到。
1489	3	gǎnjǐn	赶紧	赶紧去做！
1490	3	gǎnkuài	赶快	赶快!
1491	3	gǎn	敢	你敢！
1492	3	gǎnmào	感冒	我感冒了。
1493	3	gǎnqíng	感情	不要流露你的感情。
1494	3	gǎnshòu	感受	请尊重他的感受
1495	3	gànmá	干吗	爸爸，你在干吗？
1496	3	gāosù	高速	我走58号高速公路。
1497	3	gāosù gōnglù	高速公路	我走58号高速公路。
1498	3	gàobié	告别	他向学生们告别了。
1499	3	gēmí	歌迷	她是一个著名歌手的歌迷。
1500	3	gēshēng	歌声	远处传来歌声。
1501	3	gēshǒu	歌手	歌手你喜欢谁？
1502	3	gèrén	个人	这个人是谁？
1503	3	gèxìng	个性	她的个性很强。
1504	3	gè	各	人各有偶。
1505	3	gèdì	各地	他周游全国各地。
1506	3	gèwèi	各位	各位，请安静。
1507	3	gèzhǒng	各种	她喜欢各种运动。
1508	3	gèzì	各自	请回到你们各自的座位。
1509	3	gēnběn	根本	我根本不累。
1510	3	gèngjiā	更加	我想更加自立。
1511	3	gōngchǎng	工厂	工厂制造弹药。
1512	3	gōngchéngshī	工程师	汤姆是工程师。
1513	3	gōngfu	工夫	我今天没有工夫去看电影。
1514	3	gōngjù	工具	我有一个工具。
1515	3	gōngyè	工业	工业发展迅速。
1516	3	gōngzī	工资	您想要多少工资？
1517	3	gōngbù	公布	政府今天公布了一项新政策。
1518	3	gōnggòng	公共	哪里坐公共汽车？
1519	3	gōngkāi	公开	他威胁要公开。
1520	3	gōngmín	公民	我是世界公民。
1521	3	gōngwùyuán	公务员	公务员的工作比较稳定。
1522	3	gōngfu	功夫	我没功夫吃饭。
1523	3	gōngkè	功课	你交功课了吗？
1524	3	gōngnéng	功能	这手表有防震功能。
1525	3	gòngtóng	共同	我和TOM没有共同点。
1526	3	gòngyǒu	共有	总共有五十个人。
1527	3	gūniang	姑娘	别对我放肆，小姑娘!
1528	3	gǔ	古	这是一座保存完好的古建筑。
1529	3	gǔdài	古代	古代中国没有椅子。
1530	3	gùxiāng	故乡	不由得想起了故乡。
1531	3	guà	挂	寄挂号吗？
1532	3	guānxì	关系	没关系！
1533	3	guānzhù	关注	我没关注你。
1534	3	guānchá	观察	女人观察，男人思考。
1535	3	guānkàn	观看	我们一起观看了电影。
1536	3	guānniàn	观念	无色的绿色的观念疯狂地睡觉。
1537	3	guānzhòng	观众	观众人数庞大。
1538	3	guǎn	管	管他呢！
1539	3	guǎnlǐ	管理	这个系统需要更好的管理。
1540	3	guāng	光	欢迎光临！
1541	3	guāngmíng	光明	他相信未来一定会更加光明。
1542	3	guǎngbō	广播	听广播吧！
1543	3	guǎngdà	广大	这个活动吸引了广大观众的关注。
1544	3	guīdìng	规定	这条规定不许例外。
1545	3	guīfàn	规范	我们需要制定一套新的工作规范。
1546	3	guó nèi	国内	他从国内回来了。
1547	3	guóqìng	国庆	美国人在2月14日庆祝情人节。
1548	3	guǒrán	果然	我猜他会迟到，果然他迟到了。
1549	3	guǒzhī	果汁	喝这果汁。
1550	3	guòchéng	过程	我向他解释了这个过程。
1551	3	guòqù	过去	绕过去。
1552	3	hāhā	哈哈	他们都哈哈大笑起来。
1553	3	hǎiguān	海关	包裹被海关扣了。
1554	3	hàipà	害怕	他害怕。
1555	3	háng	行	行。
1556	3	hǎohǎo	好好	好好睡！
1557	3	hàoqí	好奇	我很好奇。
1558	3	hé	合	合上书。
1559	3	héfǎ	合法	这样合法吗？
1560	3	hégé	合格	她是个合格的护士。
1561	3	hélǐ	合理	价钱很合理。
1562	3	hézuò	合作	汤姆很合作。
1563	3	hépíng	和平	爱和和平。
1564	3	hóngchá	红茶	喝杯红茶吗？
1565	3	hóngjiǔ	红酒	卖红酒吗？
1566	3	hòuguǒ	后果	汤姆准备承担后果。
1567	3	hòumiàn	后面	我在他后面。
1568	3	hòunián	后年	他死后已经过了十年的时间了。
1569	3	hùliánwǎng	互联网	我每天都用互联网工作。
1570	3	hùxiāng	互相	他们互相尊重。
1571	3	huáchuán	划船	让我们轮流划船。
1572	3	huárén	华人	我是华人。
1573	3	huà (xiàndàihuà)	化（现代化）	城市化让农村人口减少了。
1574	3	huàjù	话剧	鲍伯在话剧社。
1575	3	huàtí	话题	他转变了话题。
1576	3	huānlè	欢乐	你喜欢音乐吗？
1577	3	huán	环	那是谁的环？
1578	3	huánbǎo	环保	你有多环保呀？
1579	3	huánjìng	环境	吃肉对环境不利。
1580	3	huìyì	会议	会议怎么样？
1581	3	huìyuán	会员	您有会员卡吗？
1582	3	huó	活	活该。
1583	3	huǒ	火	火！
1584	3	jīqì	机器	汤姆是机器人。
1585	3	jījí	积极	你必须积极主动。
1586	3	jīběn	基本	它是基本人权。
1587	3	jīběnshàng	基本上	基本上我赞同你的意见。
1588	3	jīchǔ	基础	衣食住是生存的基础。
1589	3	jíshí	及时	他及时赶到。
1590	3	…jí le	…极了	我累极了。
1591	3	jítǐ	集体	日本人喜欢集体旅游。
1592	3	jízhōng	集中	汤姆，集中注意力！
1593	3	jìsuàn	计算	他计算费用。
1594	3	jìlù	记录	这些记录不对公众开放。
1595	3	jìzhě	记者	我是记者。
1596	3	jìlù	纪录	他破了世界纪录。
1597	3	jìniàn	纪念	周年纪念很重要。
1598	3	jìshù	技术	他的技术是公认的。
1599	3	jìxù	继续	继续看！
1600	3	jiāgōng	加工	这是一种再加工茶叶。
1601	3	jiākuài	加快	汤姆感觉他心跳加快。
1602	3	jiāqiáng	加强	我们需要加强对员工的培训。
1603	3	jiājù	家具	他移动了家具。
1604	3	jiāshǔ	家属	病人的家属在等消息。
1605	3	jiāxiāng	家乡	你回家乡去住多少天？
1606	3	jiàgé	价格	价格高。
1607	3	jiàqián	价钱	价钱很合理。
1608	3	jiàzhí	价值	这篇文章没有价值。
1609	3	jià	架	别摆架子。
1610	3	jiānchí	坚持	坚持。
1611	3	jiānjué	坚决	他坚决要戒烟。
1612	3	jiānqiáng	坚强	我不够坚强。
1613	3	jiǎndān	简单	说得简单。
1614	3	jiǎnzhí	简直	简直难以置信。
1615	3	jiàn	建	这是谁建的？
1616	3	jiànchéng	建成	它是什么时候建成的？
1617	3	jiànlì	建立	这是建立在猜测的基础上。
1618	3	jiànshè	建设	你的想法很有建设性。
1619	3	jiànyì	建议	有一个建议。
1620	3	jiāngjìn	将近	将近三点了。
1621	3	jiānglái	将来	我不在乎将来。
1622	3	jiāofèi	交费	乘公交车费时。
1623	3	jiāojǐng	交警	他们可能在等交警吧。
1624	3	jiāoliú	交流	交流有多种形式。
1625	3	jiāowǎng	交往	你喜欢跟汤姆交往吗
1626	3	jiāoyì	交易	我看你该做这交易。
1627	3	jiào	叫	叫Ishmael。
1628	3	jiào	较	哪个比较贵？
1629	3	jiàocái	教材	这本教材很适合初学者。
1630	3	jiàoliàn	教练	我是教练。
1631	3	jiēshi	结实	这种布既便宜又结实。
1632	3	jiēdài	接待	这个厅可以接待2000人。
1633	3	jiējìn	接近	不要接近我。
1634	3	jiéyuē	节约	请节约用电。
1635	3	jiéhé	结合	现在是我们团结合作的时候了！
1636	3	jiéhūn	结婚	我结婚了。
1637	3	jiéshù	结束	何时结束？
1638	3	jiějué	解决	解决他们。
1639	3	jiěkāi	解开	谜团终于解开！
1640	3	jīn	金	沉默是金。
1641	3	jīnpái	金牌	我得了金牌。
1642	3	jǐn	仅	仅限外用。
1643	3	jǐnjǐn	仅仅	仅仅听我们说吧。
1644	3	jǐnliàng	尽量	尽量别哭。
1645	3	jǐn	紧	别紧张。
1646	3	jǐnjí	紧急	紧急出口在哪里？
1647	3	jǐnzhāng	紧张	别紧张。
1648	3	jìnbù	进步	你进步了。
1649	3	jìnyībù	进一步	他想进一步了解他们。
1650	3	jìnzhǎn	进展	经济进展得慢。
1651	3	jìnqī	近期	我们近期内的情况应该会好转。
1652	3	jīngjù	京剧	我想去看一场京剧表演。
1653	3	jīngjì	经济	经济怎么样？
1654	3	jīnglì	经历	她经历过许多困难。
1655	3	jīngyàn	经验	他经验丰富。
1656	3	jīngyíng	经营	他经营了一家小商店。
1657	3	jīngcǎi	精彩	太精彩了。
1658	3	jīngshén	精神	打起精神来！
1659	3	jīngshen	精神	打起精神来！
1660	3	jǐngsè	景色	多么漂亮的景色啊！
1661	3	jǐngchá	警察	警察！
1662	3	jìng	静	冷静！
1663	3	jiǔ	久	多久？
1664	3	jiù	旧	那本书很旧。
1665	3	jiù	救	救命！
1666	3	jiùshì	就是	就是！
1667	3	jiùyè	就业	毕业后他很快就就业了。
1668	3	jǔbàn	举办	他举办了一场舞会。
1669	3	jùtǐ	具体	可以更具体些吗？
1670	3	jùyǒu	具有	热情具有传染性。
1671	3	jùchǎng	剧场	我在剧场。
1672	3	jùshuō	据说	据说她爱他。
1673	3	juédìng	决定	事已决定。
1674	3	juésài	决赛	我们有资格进入决赛。
1675	3	juéxīn	决心	他决心去英国。
1676	3	juéduì	绝对	绝对不饶你！
1677	3	kāfēi	咖啡	煮咖啡。
1678	3	kāifā	开发	我正在开发一个安卓应用。
1679	3	kāifàng	开放	它已经开放了。
1680	3	kāishǐ	开始	开始！
1681	3	kāiyè	开业	开业庆典酬宾。
1682	3	kāizhǎn	开展	我们分散开来并在树林中展开搜索。
1683	3	kàn qǐlái	看起来	看起来很难！
1684	3	kàn shàngqù	看上去	他看上去显老。
1685	3	kǎoyàn	考验	我们的友谊受到了考验。
1686	3	kējì	科技	这种科技的优势是什么？
1687	3	kěkào	可靠	你很可靠。
1688	3	kělè	可乐	他们喝可乐。
1689	3	kèfú	克服	克服弱点。
1690	3	kèguān	客观	客观的历史存在吗？
1691	3	kèchéng	课程	课程下周开始。
1692	3	kōng	空	空号。
1693	3	kōngtiáo	空调	空调坏了。
1694	3	kǒngpà	恐怕	恐怕不行。
1695	3	kòngr	空儿	我们没空儿，得赶时间。
1696	3	kùzi	裤子	我没穿裤子。
1697	3	kuàisù	快速	你不必快速作答。
1698	3	kùn	困	你困吗？
1699	3	kùnnan	困难	呼吸困难。
1700	3	làngfèi	浪费	全都浪费了！
1701	3	lǎobǎixìng	老百姓	我只是个老百姓。
1702	3	lǎobǎn	老板	老板在哪里？
1703	3	lǎotàitai	老太太	老太太皱著眉头。
1704	3	lǎotóur	老头儿	那个老头儿住在村里。
1705	3	lè	乐	生日快乐！
1706	3	lèguān	乐观	我生性乐观。
1707	3	lèi	类	出类拔萃！
1708	3	lèisì	类似	你的问题类似于我的。
1709	3	líhūn	离婚	我离婚了。
1710	3	lǐmiàn	里面	里面请。
1711	3	lǐfà	理发	你该理发了。
1712	3	lǐjiě	理解	我不理解。
1713	3	lǐlùn	理论	他的理论很难懂。
1714	3	lǐyóu	理由	没有理由抱怨。
1715	3	lì	力	努力。
1716	3	lìliàng	力量	团结就是力量。
1717	3	lìkè	立刻	请立刻回来。
1718	3	lìyòng	利用	我不想被利用。
1719	3	lián	连	连接控制器。
1720	3	liánmáng	连忙	工作很忙， 连休息的时间都没有。
1721	3	liánxù	连续	连续工作三天
1722	3	liánxùjù	连续剧	他们今晚看了电视连续剧。
1723	3	liánhé	联合	UN代表联合国。
1724	3	Liánhéguó	联合国	UN代表联合国。
1725	3	liánxì	联系	联系我。
1726	3	liángshuǐ	凉水	请给我一杯凉水。
1727	3	liǎo	了	疯了！
1728	3	lǐng	领	你领先。
1729	3	lǐngdǎo	领导	我是该队的领导者。
1730	3	lǐngxiān	领先	你领先。
1731	3	lìngwài	另外	在服务台另外预约。
1732	3	lìng yīfāngmiàn	另一方面	这很难，但另一方面也很有趣。
1733	3	liúxué	留学	我出国留学。
1734	3	lóng	龙	他是成龙。
1735	3	lù	录	你有旅馆名录吗？
1736	3	lùyīn	录音	这是你的录音机吗？
1737	3	lùxiàn	路线	请给我一张路线图。
1738	3	lǚguǎn	旅馆	旅馆在哪里？
1739	3	lǚxíngshè	旅行社	我在旅行社工作.
1740	3	lǜchá	绿茶	你喝绿茶吗？
1741	3	luàn	乱	不要乱搞!
1742	3	luòhòu	落后	骄傲使人落后。
1743	3	máfan	麻烦	麻烦您了！
1744	3	mǎ	马	上马。
1745	3	mǎnzú	满足	Tom不容易被满足。
1746	3	mànmàn	慢慢	慢慢吃！
1747	3	máo	毛	你有毛毯吗？
1748	3	máobìng	毛病	我的相机有毛病。
1749	3	méiyòng	没用	没用的！
1750	3	méitǐ	媒体	永远不要相信媒体。
1751	3	měi	每	我每年都去。
1752	3	měi	美	完美！
1753	3	měihǎo	美好	美好的一切。
1754	3	měilì	美丽	她真美丽。
1755	3	měishí	美食	他们这里提供一流的美食。
1756	3	měishù	美术	美术馆里有很多名画。
1757	3	měiyuán	美元	我欠她10美元。
1758	3	mí	迷	您迷路了吗？
1759	3	mǐ	米	他种米。
1760	3	miànduì	面对	微笑着面对生活！
1761	3	miànjī	面积	求三角形的面积
1762	3	mínjiān	民间	这个故事是一个广为流传的民间传说。
1763	3	mínzú	民族	中国有56个民族。
1764	3	míngquè	明确	法律有很多不明确的地方。
1765	3	míngxiǎn	明显	很明显。
1766	3	mìngyùn	命运	他命运多舛。
1767	3	mǒu	某	某个Henri想见您。
1768	3	mǔqīn	母亲	母亲节快乐!
1769	3	mùtou	木头	一个木头碗。
1770	3	mùbiāo	目标	她达到了目标。
1771	3	mùqián	目前	目前谁占上风？
1772	3	nǎichá	奶茶	奶茶在哪里？
1773	3	nánzǐ	男子	汤姆是个男子汉。
1774	3	nánbù	南部	他应该是从南部来的。
1775	3	nándào	难道	难道不是这样吗？
1776	3	nándù	难度	均分蛋糕有些难度。
1777	3	nèi	内	禁止入内。
1778	3	nèiróng	内容	信的内容是什么？
1779	3	nèixīn	内心	他的眼睛掩饰不了内心的恐慌。
1780	3	néng bu néng	能不能	你能不能修理它？
1781	3	nénglì	能力	她有预言的能力。
1782	3	niánchū	年初	年初我们制定了一个计划。
1783	3	niándài	年代	这些废墟年代久远。
1784	3	niándǐ	年底	大桥将在年底完工。
1785	3	niánjì	年纪	跟我们同年纪。
1786	3	niàn	念	念这个。
1787	3	niú	牛	牛！
1788	3	nóngcūn	农村	他毕业后回到了农村。
1789	3	nóngmín	农民	农民在春天播种。
1790	3	nóngyè	农业	边境上有一片农业区。
1791	3	nǚzǐ	女子	她上女子高中。
1792	3	nuǎnhuo	暖和	暖和多了。
1793	3	pà	怕	别怕！
1794	3	pāi	拍	拍照。
1795	3	pái	排	您必须排队。
1796	3	páimíng	排名	这家公司在石油行业排名第二。
1797	3	páizi	牌子	你比较喜欢哪个牌子？
1798	3	pài	派	一派胡言！
1799	3	pànduàn	判断	我无法判断距离。
1800	3	pàng	胖	我肥胖。
1801	3	pǎobù	跑步	肯没跑步。
1802	3	pèi	配	你不配。
1803	3	pèihé	配合	请大家配合一下完成这项任务。
1804	3	pīpíng	批评	你总是批评我！
1805	3	pīzhǔn	批准	我在等待批准。
1806	3	pí	皮	苹果的皮可以吃。
